SOC2018_Code,SOC2018_Occupation_Title,Automation_Probability,Active Learning,Active Listening,Complex Problem Solving,Coordination,Critical Thinking,Equipment Maintenance,Equipment Selection,Installation,Instructing,Judgment and Decision Making,Learning Strategies,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Mathematics,Monitoring,Negotiation,Operation and Control,Operations Analysis,Operations Monitoring,Persuasion,Programming,Quality Control Analysis,Reading Comprehension,Repairing,Science,Service Orientation,Social Perceptiveness,Speaking,Systems Analysis,Systems Evaluation,Technology Design,Time Management,Troubleshooting,Writing
49-9041,Industrial Machinery Mechanics,0.67,3.12,3.12,3.12,3.0,3.62,4.0,3.12,2.62,2.62,3.12,2.62,1.62,1.75,2.62,2.38,3.12,1.88,4.0,1.88,4.0,2.12,1.75,3.75,2.88,4.0,1.75,2.25,2.75,3.0,2.88,2.88,2.0,3.0,4.0,2.75
49-9043,"Maintenance Workers, Machinery",0.86,2.75,3.0,2.88,3.0,3.0,3.75,2.75,2.88,2.25,3.0,2.12,1.75,1.88,2.12,2.0,2.75,2.12,3.62,1.88,3.75,2.12,1.75,3.12,3.0,3.75,1.75,2.12,2.62,2.88,2.12,2.0,1.88,3.0,3.75,2.38
49-9044,Millwrights,0.59,2.75,3.12,3.12,3.0,3.62,3.75,2.88,3.75,2.88,3.12,2.88,2.0,2.0,2.62,2.62,3.12,2.88,3.38,1.88,3.62,2.88,1.75,3.25,3.0,3.62,1.75,3.0,3.0,3.0,2.75,2.62,1.88,3.25,3.75,2.75
49-9045,"Refractory Materials Repairers, Except Brickmasons",0.82,2.38,3.0,2.62,2.88,2.88,3.0,2.62,1.38,2.5,2.75,2.25,1.5,1.62,2.25,2.0,2.75,2.0,3.0,2.0,3.25,2.0,1.0,2.62,2.88,3.12,1.0,2.38,2.75,2.75,1.88,1.75,1.62,2.88,2.88,2.5
49-9051,Electrical Power-Line Installers and Repairers,0.1,3.0,3.38,3.12,3.12,3.12,3.0,2.62,3.0,2.5,3.12,2.75,1.5,1.62,2.88,2.0,3.25,2.0,3.25,1.88,3.25,2.62,1.25,3.12,3.0,3.12,1.75,2.62,2.75,2.88,3.12,2.88,1.88,3.0,3.38,2.5
49-9052,Telecommunications Line Installers and Repairers,0.49,2.75,3.0,3.12,3.0,3.12,3.0,2.25,2.38,2.12,3.0,2.25,1.75,1.75,2.0,2.0,3.0,2.12,3.0,1.88,3.12,2.25,1.62,2.88,2.88,2.88,1.75,2.75,2.88,3.12,2.38,2.25,1.88,2.88,3.0,2.62
49-9061,Camera and Photographic Equipment Repairers,0.97,3.0,3.12,3.12,2.25,3.5,3.38,3.0,1.88,1.62,3.12,2.62,2.0,2.25,2.0,2.38,2.88,2.0,2.12,1.88,3.0,2.12,1.75,3.38,3.12,3.75,2.12,2.38,2.75,3.0,2.12,2.12,2.12,3.12,3.88,2.62
49-9062,Medical Equipment Repairers,0.27,3.0,3.0,3.0,2.75,3.12,4.0,3.0,2.5,2.62,3.0,2.62,2.0,2.0,2.25,2.88,2.88,2.12,2.88,2.0,3.5,2.5,2.0,3.38,3.12,4.25,2.12,2.75,2.88,2.88,3.0,2.5,2.12,3.0,3.88,2.75
49-9063,Musical Instrument Repairers and Tuners,0.91,2.75,3.0,3.12,2.38,3.62,3.0,3.0,1.5,2.38,3.12,2.38,2.0,2.25,1.88,2.0,2.88,2.12,2.88,1.88,2.88,2.38,1.25,3.88,3.0,3.75,1.62,3.12,2.88,3.0,2.75,2.88,1.88,3.0,3.75,2.75
49-9064,Watch and Clock Repairers,0.99,2.25,3.0,2.88,2.25,3.12,3.0,2.62,1.5,2.0,3.0,2.0,2.12,2.25,2.0,2.0,2.62,2.25,2.75,2.0,3.12,2.12,1.0,3.0,2.88,3.88,1.75,2.75,2.75,3.0,2.0,2.12,1.88,2.38,3.0,2.25
49-9071,"Maintenance and Repair Workers, General",0.64,3.12,3.0,3.12,3.0,3.25,3.88,3.0,3.0,2.38,3.0,2.25,2.12,2.25,2.38,2.38,3.12,2.38,3.12,2.12,3.12,2.25,1.38,3.12,3.0,3.88,1.88,2.38,2.75,3.0,2.5,2.25,2.12,3.0,3.75,2.88
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.94,2.62,2.88,2.88,2.62,2.88,3.38,2.5,2.12,1.88,2.88,1.88,1.88,2.0,2.0,2.0,2.88,1.88,3.0,1.5,3.0,2.0,1.38,3.0,2.88,3.5,1.62,2.88,2.62,2.88,2.88,2.75,1.0,2.88,3.25,2.62
49-9092,Commercial Divers,0.18,3.0,3.75,3.25,3.25,3.88,3.25,3.0,2.5,3.12,3.25,2.88,1.62,2.0,2.75,2.12,3.12,3.0,3.38,1.88,3.75,2.88,1.0,3.5,3.25,3.25,2.5,2.75,3.0,3.62,2.88,2.62,1.75,3.38,3.25,3.0
49-9094,Locksmiths and Safe Repairers,0.77,2.62,3.12,3.0,2.5,3.38,2.88,2.88,3.0,2.38,2.88,2.38,2.0,2.12,2.38,2.62,2.62,2.12,3.0,1.25,2.88,2.25,1.62,3.12,3.0,3.5,1.0,3.12,2.75,3.12,2.5,2.12,1.75,3.25,3.0,2.75
49-9095,Manufactured Building and Mobile Home Installers,0.18,3.38,3.38,3.38,3.5,3.75,2.62,2.88,2.62,3.25,3.5,3.38,2.25,2.62,3.38,2.62,3.5,3.12,3.75,2.25,3.62,3.0,1.0,3.75,3.12,3.12,1.62,3.12,3.0,3.38,2.75,2.62,2.0,3.38,3.25,2.62
49-9096,Riggers,0.89,2.62,3.12,3.0,3.12,3.12,2.75,2.88,2.0,2.12,3.0,1.62,1.38,1.38,2.5,1.62,3.12,2.12,3.25,2.12,3.12,2.25,1.0,2.88,3.12,2.75,1.38,2.38,2.75,3.0,2.12,2.12,1.5,3.0,2.88,2.38
49-9097,Signal and Track Switch Repairers,0.9,2.88,3.0,3.38,2.75,3.75,4.0,3.62,2.88,2.62,3.0,2.62,1.62,1.75,2.0,2.5,2.88,2.25,3.12,1.12,3.75,2.12,2.0,3.88,2.88,4.0,1.75,2.12,2.75,2.88,2.38,2.38,1.5,3.0,4.12,2.88
49-9098,"Helpers--Installation, Maintenance, and Repair Workers",0.79,2.62,3.12,2.62,3.0,3.12,3.12,2.75,2.38,2.12,2.88,2.5,1.25,1.5,1.88,2.0,3.12,1.88,3.12,1.62,3.12,1.88,1.38,3.0,2.62,3.12,1.12,2.38,2.62,3.0,2.12,2.12,1.62,2.75,3.12,2.12
51-1011,First-Line Supervisors of Production and Operating Workers,0.02,3.12,3.88,3.12,3.75,3.75,2.12,2.25,1.12,3.0,3.62,3.12,2.25,2.12,3.88,2.38,3.75,3.0,2.75,2.88,3.12,3.0,1.25,3.0,3.5,2.25,1.5,3.0,3.75,3.88,3.12,3.0,2.0,3.88,2.25,3.12
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",0.79,2.88,3.12,3.0,2.88,3.12,3.0,2.88,2.88,2.88,3.0,2.62,2.0,2.12,2.25,2.5,3.12,2.25,2.88,1.88,2.88,2.25,1.5,3.38,3.0,2.88,1.75,2.38,2.75,3.0,2.88,2.88,2.0,3.0,2.88,2.75
51-2021,"Coil Winders, Tapers, and Finishers",0.73,2.25,3.0,2.38,2.88,2.88,1.62,1.62,1.12,2.0,2.75,2.0,1.5,1.5,1.88,1.75,3.12,1.75,3.0,1.5,3.12,1.88,1.0,2.12,2.88,1.38,1.0,1.88,2.62,2.88,2.0,1.88,1.75,2.38,2.0,2.12
51-2022,Electrical and Electronic Equipment Assemblers,0.95,2.62,3.0,2.62,3.0,3.0,2.25,2.25,2.12,2.5,3.12,2.12,1.5,1.75,2.25,2.12,3.12,2.12,2.88,1.62,3.12,2.12,1.25,2.88,3.25,2.25,1.88,2.25,2.62,2.88,2.38,2.25,1.75,2.88,2.5,2.88
51-2023,Electromechanical Equipment Assemblers,0.97,2.38,2.88,2.5,2.38,3.0,2.75,2.38,1.62,1.88,2.88,1.88,1.62,1.75,1.88,2.0,2.88,1.88,2.62,1.75,3.25,1.88,1.5,3.25,3.0,2.75,2.0,2.0,2.5,3.0,2.12,2.12,1.88,2.88,3.0,2.5
51-2031,Engine and Other Machine Assemblers,0.82,2.38,3.0,2.88,2.75,3.0,2.88,2.5,2.0,2.12,2.62,2.0,1.62,2.0,2.12,2.0,3.0,2.12,2.88,1.75,3.38,2.25,1.75,3.12,3.12,2.88,1.88,2.25,2.88,3.0,2.38,2.12,1.88,2.88,2.88,2.25
51-2041,Structural Metal Fabricators and Fitters,0.41,2.25,3.0,2.12,2.38,3.0,2.0,2.12,1.12,2.25,2.38,1.75,1.38,1.38,2.12,2.12,2.88,2.0,2.38,1.88,2.88,2.12,1.0,2.25,3.0,1.88,1.75,2.12,2.62,3.0,1.62,1.62,1.62,2.62,2.12,2.25
51-2051,Fiberglass Laminators and Fabricators,0.93,2.88,3.0,3.0,2.88,2.88,1.88,2.12,1.0,2.88,2.88,2.62,1.88,2.0,2.38,2.38,3.12,2.38,2.88,1.12,3.12,2.38,1.0,2.88,3.0,1.62,1.75,2.38,2.75,3.0,2.25,2.12,1.88,2.88,2.38,2.88
51-2061,Timing Device Assemblers and Adjusters,0.98,2.12,2.88,2.75,2.25,2.88,2.75,2.62,1.62,2.12,2.75,2.12,1.5,1.5,2.0,2.0,2.88,1.62,2.75,1.62,3.0,2.0,1.38,3.25,2.75,3.38,2.0,2.62,2.75,2.75,2.12,2.0,1.62,2.75,3.25,2.5
51-2092,Team Assemblers,0.97,2.25,3.12,2.88,3.0,3.0,2.25,2.0,1.0,3.0,2.75,2.38,1.88,2.0,2.75,2.0,3.12,2.25,2.75,1.38,3.0,2.38,1.62,3.12,3.0,2.0,1.0,2.25,3.0,3.0,2.25,2.12,1.5,3.0,2.12,2.75
51-3011,Bakers,0.89,3.0,3.0,2.25,3.0,3.0,1.5,1.5,1.0,2.0,3.0,2.25,1.75,2.0,2.0,2.25,3.25,2.12,2.25,2.0,2.88,2.0,1.0,2.88,2.88,1.12,1.75,2.5,2.75,3.0,2.0,2.0,1.75,3.0,2.12,2.25
51-3021,Butchers and Meat Cutters,0.93,2.5,3.12,2.88,2.88,3.0,1.62,1.5,1.0,2.62,2.88,2.25,2.12,2.25,2.62,2.38,3.0,2.75,2.38,1.75,2.5,2.75,1.12,2.62,3.0,1.62,1.25,3.0,3.0,3.0,2.38,2.38,1.38,3.0,2.0,2.25
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",0.94,2.38,3.12,2.38,2.88,3.0,1.75,2.0,1.0,2.62,3.0,2.25,1.75,1.88,2.62,2.25,3.0,2.25,2.25,1.12,2.5,2.25,1.0,2.12,2.38,1.75,1.0,2.75,2.88,3.0,1.62,1.62,1.25,2.88,2.25,2.12
51-3023,Slaughterers and Meat Packers,0.6,2.0,2.62,1.88,2.0,2.38,1.38,1.38,1.0,1.88,2.0,2.0,1.5,1.62,1.88,1.75,2.25,1.75,2.12,1.12,2.25,1.88,1.0,2.12,1.88,1.38,1.0,2.0,2.38,2.75,1.88,1.88,1.0,2.0,2.12,1.75
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",0.91,2.5,3.12,3.0,3.0,3.12,2.12,2.12,1.62,2.62,3.0,2.5,1.25,1.38,2.12,1.5,3.5,2.25,3.12,1.88,3.62,2.5,1.25,3.12,3.12,2.12,1.75,2.62,3.0,3.0,2.25,2.0,1.5,2.88,2.25,2.88
51-3092,Food Batchmakers,0.7,2.75,3.0,2.88,3.0,3.12,1.62,1.62,1.0,2.12,2.88,2.12,1.25,1.5,2.12,2.75,2.88,2.0,3.0,1.88,3.25,2.0,1.12,2.75,3.12,1.5,2.0,2.12,2.75,3.0,2.0,2.0,1.5,2.75,2.12,2.88
51-3093,Food Cooking Machine Operators and Tenders,0.61,2.62,3.0,2.88,2.88,3.0,1.62,1.5,1.0,2.0,2.75,2.12,1.62,1.88,2.0,2.0,3.12,1.88,3.12,1.62,3.5,2.0,1.25,2.75,3.12,1.38,1.88,2.0,2.62,2.62,2.0,2.12,1.38,2.62,1.88,2.75
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",0.91,2.62,2.88,3.0,3.0,3.12,2.62,2.62,2.12,2.25,3.12,2.25,1.75,1.75,2.25,2.5,3.12,1.75,3.38,1.75,3.5,2.38,1.5,3.12,2.88,2.75,1.88,2.25,2.75,3.0,2.38,2.38,1.88,2.88,3.0,2.62
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0.93,2.38,3.12,2.62,2.75,2.88,2.75,2.0,1.62,2.25,2.75,2.38,1.38,1.5,2.38,2.12,3.12,2.25,3.12,1.88,3.25,2.38,1.25,2.88,3.12,2.5,1.38,2.12,2.88,2.88,2.0,2.0,1.88,3.0,2.88,2.75
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",0.83,3.0,3.12,3.0,3.0,3.12,3.0,2.62,2.38,2.75,3.0,2.88,1.75,1.88,2.75,2.38,3.5,2.0,4.0,1.75,4.0,1.88,1.62,3.62,3.0,3.0,1.38,2.38,2.88,3.25,2.75,2.75,1.75,3.0,3.0,2.62
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",0.78,2.75,3.0,2.62,2.75,3.0,2.75,2.0,1.25,2.0,2.88,2.0,1.38,1.38,2.0,2.0,3.0,1.88,3.38,1.75,3.5,2.0,1.0,3.0,2.75,2.62,1.5,1.88,2.62,3.0,1.88,2.0,1.75,2.75,3.0,2.5
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.94,2.75,3.0,3.0,2.12,3.0,2.75,2.62,1.88,2.25,3.0,2.12,1.62,1.88,2.0,2.5,3.12,2.0,3.12,1.75,3.62,2.12,1.25,2.88,3.12,2.62,1.75,2.0,2.75,3.0,2.12,2.0,1.88,3.0,2.75,2.25
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.95,2.62,2.88,2.88,2.88,3.0,2.75,2.75,1.5,2.25,3.0,2.25,1.62,2.12,2.12,2.75,3.12,2.0,4.0,1.62,4.0,2.0,1.75,3.5,3.12,2.62,1.5,2.12,2.62,3.0,2.38,2.25,1.62,2.75,3.0,2.38
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.84,2.0,3.0,2.62,2.62,2.62,3.0,2.62,1.88,2.12,2.88,2.0,1.88,2.0,2.0,2.12,3.0,1.88,3.38,1.75,3.5,2.0,1.88,3.0,3.0,2.25,1.75,2.0,2.5,2.75,2.0,2.0,1.75,2.75,2.62,2.25
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",0.98,2.62,3.0,2.75,2.75,3.12,2.38,2.25,1.62,2.12,2.62,2.12,1.5,1.62,2.0,2.62,3.12,1.75,3.38,1.88,3.88,1.88,1.5,2.88,2.88,2.38,1.38,2.0,2.62,2.88,2.12,2.0,1.62,2.62,2.75,2.62
51-4041,Machinists,0.65,2.75,3.0,3.0,3.0,3.12,2.88,2.62,2.5,2.5,2.75,2.12,1.62,1.75,2.0,2.88,3.12,2.38,3.25,2.0,3.12,2.25,1.75,3.0,2.88,2.88,1.5,2.25,2.88,3.0,2.5,2.5,1.88,2.88,3.0,2.5
51-4051,Metal-Refining Furnace Operators and Tenders,0.88,2.88,3.0,3.0,2.75,3.0,2.88,2.75,1.0,2.62,2.75,2.25,1.75,2.0,2.62,2.5,3.62,2.12,3.75,1.75,3.88,2.25,1.0,3.0,3.0,2.75,2.0,2.12,2.88,3.0,2.38,2.62,1.25,2.88,2.88,2.75
51-4052,"Pourers and Casters, Metal",0.87,2.25,3.0,2.5,2.88,3.0,2.75,2.0,1.0,2.0,3.0,2.25,1.75,2.12,2.0,2.0,3.0,2.0,3.12,1.75,3.12,2.0,1.25,2.88,2.75,2.12,1.88,2.0,2.5,2.75,2.0,1.88,1.38,2.88,2.5,2.0
51-4061,"Model Makers, Metal and Plastic",0.93,2.5,2.75,2.75,2.5,3.25,2.75,3.0,1.12,1.88,3.0,2.0,1.62,1.88,1.88,2.62,3.12,1.75,3.62,2.38,3.5,1.88,2.0,3.25,2.88,2.88,1.62,1.5,2.25,2.62,2.25,2.12,2.0,3.0,3.0,2.38
51-4062,"Patternmakers, Metal and Plastic",0.9,2.62,3.0,3.0,2.62,3.0,2.38,2.38,1.38,2.38,2.88,2.12,1.25,1.38,2.0,2.38,3.0,2.0,3.12,2.38,3.38,2.0,2.12,3.12,3.0,2.12,1.5,2.0,2.62,3.0,2.12,2.12,2.0,2.88,2.25,2.25
51-4071,Foundry Mold and Coremakers,0.67,2.38,2.88,2.62,2.25,2.88,2.0,2.0,1.0,2.12,2.62,2.0,1.75,1.75,2.0,2.0,3.0,2.0,2.62,1.62,3.0,2.0,1.0,2.38,2.25,2.0,1.25,2.0,2.25,2.62,2.0,1.88,1.38,2.88,2.12,2.0
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",0.95,2.88,3.25,2.75,2.38,3.0,2.75,2.25,2.0,2.25,2.75,2.25,1.5,1.5,2.25,2.25,3.12,2.12,3.12,1.88,3.38,2.12,1.38,3.0,3.12,2.88,1.12,2.12,2.88,3.0,1.62,2.12,1.38,3.0,2.88,2.62
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0.91,2.88,3.0,3.0,2.88,3.0,3.12,2.38,2.12,2.75,3.12,2.38,2.0,2.0,2.12,2.25,3.12,2.25,3.12,2.0,4.0,2.38,1.88,3.38,3.0,3.0,1.25,2.38,3.0,3.0,2.38,2.25,1.88,2.88,3.0,2.75
51-4111,Tool and Die Makers,0.84,3.0,3.0,3.0,2.88,3.12,3.0,3.12,1.62,2.12,3.12,2.12,1.38,1.62,1.88,2.75,3.12,1.88,3.25,2.88,3.25,1.88,1.62,3.25,2.88,2.88,1.75,1.75,2.5,2.88,2.75,2.38,2.75,3.12,3.0,2.25
51-4121,"Welders, Cutters, Solderers, and Brazers",0.94,2.25,2.62,2.5,2.38,2.88,1.62,2.25,1.5,2.0,2.88,2.0,1.62,1.62,1.88,2.12,3.0,1.88,2.62,1.75,2.75,1.88,1.0,3.12,2.5,1.88,1.62,2.12,2.25,2.62,2.25,2.12,1.5,2.75,2.5,1.75
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",0.61,2.62,3.0,3.0,2.62,3.0,2.38,2.12,1.12,2.12,2.75,2.0,1.62,2.0,2.12,2.12,3.0,2.0,3.25,1.88,3.38,2.0,1.12,2.25,3.0,2.25,1.75,2.0,2.38,3.0,2.12,2.12,1.62,2.62,2.25,2.25
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0.91,2.75,3.12,2.75,2.88,3.0,3.0,2.5,1.25,2.88,3.0,2.62,1.62,1.75,2.38,2.88,3.12,1.88,3.75,1.88,3.75,1.88,1.75,3.12,2.88,2.75,2.0,2.12,2.62,3.12,2.12,2.12,1.0,2.75,2.75,2.88
51-4192,"Layout Workers, Metal and Plastic",0.84,2.75,2.88,3.0,2.88,3.0,2.0,2.75,1.62,2.38,3.0,2.12,1.5,1.5,1.88,3.12,3.0,1.88,2.88,2.25,3.0,2.12,1.12,3.0,3.0,2.0,1.25,2.0,2.75,2.88,2.12,2.12,1.62,2.75,2.12,2.5
51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",0.92,2.12,3.12,2.62,3.0,3.0,2.38,2.12,1.12,2.25,2.88,2.25,1.5,1.88,2.12,2.0,3.12,2.38,3.12,1.88,3.25,2.38,1.0,3.0,3.12,2.25,2.0,2.25,2.62,3.0,2.0,2.0,1.38,3.0,2.38,2.75
51-4194,"Tool Grinders, Filers, and Sharpeners",0.88,2.75,2.75,2.88,2.38,3.25,3.38,3.0,1.12,2.5,2.88,2.5,2.0,2.12,2.38,2.75,3.0,2.25,3.75,1.88,3.88,2.25,1.5,3.5,2.88,3.38,1.12,2.12,2.5,2.5,2.5,2.25,1.88,2.75,3.0,2.5
51-5111,Prepress Technicians and Workers,0.97,2.88,3.12,3.0,3.0,3.12,2.38,2.12,1.0,2.75,3.0,2.38,1.5,1.75,2.25,2.0,3.12,2.62,2.62,2.0,3.0,2.88,1.75,2.75,3.0,2.12,1.62,2.62,2.88,3.12,2.38,2.38,1.75,3.12,2.12,2.88
51-5112,Printing Press Operators,0.83,2.88,3.12,3.0,3.0,3.12,3.12,2.5,1.12,2.25,3.12,2.12,1.62,2.12,2.12,2.12,3.25,2.0,3.25,1.62,3.62,2.38,1.5,3.88,3.12,3.12,1.0,2.12,2.75,3.12,2.25,2.25,1.5,3.12,3.12,2.38
51-5113,Print Binding and Finishing Workers,0.95,2.5,2.88,3.0,2.88,3.25,2.88,2.5,1.88,2.88,3.12,2.5,1.62,1.62,2.5,2.12,3.12,2.12,2.88,1.25,3.38,2.12,1.62,3.0,3.12,2.88,1.12,2.62,2.62,3.0,2.5,2.38,1.62,2.88,2.62,2.75
51-6011,Laundry and Dry-Cleaning Workers,0.71,2.62,3.0,2.38,2.5,2.75,1.75,1.75,1.0,2.38,2.75,2.25,1.62,1.62,2.25,1.62,3.0,2.25,2.75,1.62,2.88,2.25,1.0,2.25,2.75,1.75,1.0,2.38,2.88,2.88,2.0,2.0,1.0,2.88,2.12,2.12
51-6021,"Pressers, Textile, Garment, and Related Materials",0.81,2.12,2.0,2.25,2.0,2.5,2.25,2.0,1.25,1.25,2.12,1.75,1.5,1.5,1.5,1.62,2.38,1.75,3.0,1.5,2.5,1.75,1.0,2.12,2.0,1.75,1.0,1.88,2.0,2.12,1.62,1.88,1.5,2.5,2.25,1.75
51-6031,Sewing Machine Operators,0.89,2.12,2.75,2.75,2.5,2.75,2.0,1.5,1.0,2.0,2.75,2.12,1.75,1.75,1.75,2.0,3.12,1.75,2.62,1.62,2.75,1.75,1.0,2.75,2.62,1.88,1.0,1.75,2.38,2.12,1.88,1.88,1.0,2.75,2.12,2.0
51-6041,Shoe and Leather Workers and Repairers,0.52,2.38,3.0,2.38,2.88,3.0,1.5,2.0,1.0,2.25,2.88,1.62,1.62,1.88,2.12,1.88,3.0,2.0,2.25,1.62,2.88,2.25,1.0,2.5,2.88,1.5,1.0,2.88,2.88,3.0,1.88,1.5,1.38,2.75,2.0,2.12
51-6042,Shoe Machine Operators and Tenders,0.97,2.12,3.0,2.62,2.25,3.0,2.88,2.5,1.0,2.12,2.62,2.12,1.88,1.88,2.12,2.0,3.0,2.12,3.0,1.75,3.0,2.12,1.25,2.88,3.12,2.62,1.12,2.12,2.25,2.75,2.12,2.12,1.38,2.75,2.75,2.12
51-6051,"Sewers, Hand",0.99,2.38,2.62,2.62,2.12,2.5,1.0,1.38,1.0,2.0,2.88,2.0,1.5,1.88,2.0,2.0,2.62,1.88,2.25,1.88,2.25,1.88,1.12,2.25,2.5,1.0,1.0,2.12,2.12,2.62,2.0,1.75,1.38,2.75,2.0,1.88
51-6052,"Tailors, Dressmakers, and Custom Sewers",0.84,2.62,3.0,2.62,2.62,3.0,2.0,2.0,1.0,2.12,2.75,2.0,1.75,1.62,2.0,1.88,2.75,2.12,2.25,2.38,2.5,2.12,1.0,2.12,2.62,2.0,1.0,2.62,2.88,3.0,2.0,2.0,1.88,3.12,2.12,2.5
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,0.97,2.12,3.0,2.62,2.75,2.88,2.62,2.5,1.75,2.0,2.88,2.0,1.62,1.75,2.0,2.5,3.0,2.0,3.38,1.62,3.75,2.0,1.38,2.88,2.88,2.5,1.62,2.0,2.62,2.88,2.12,2.12,1.62,3.0,2.62,2.5
51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",0.95,2.5,3.0,2.75,3.0,2.88,3.0,2.5,1.75,2.25,2.88,2.0,1.75,1.88,2.38,2.12,3.12,1.88,3.38,1.75,3.75,1.88,1.75,3.12,2.75,3.0,1.0,1.88,2.5,3.0,2.38,2.12,1.75,2.88,3.0,2.62
51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",0.73,2.0,3.0,2.5,2.38,2.88,2.5,2.25,1.62,2.12,2.5,2.12,1.5,1.5,2.0,1.88,3.12,1.88,3.0,1.75,3.38,1.62,1.25,2.88,2.75,2.25,1.12,2.12,2.25,2.88,2.12,2.0,1.25,2.62,2.5,2.38
51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",0.96,2.38,3.0,2.5,2.62,3.0,2.62,2.25,1.62,2.38,2.62,2.38,1.75,1.75,2.38,2.0,3.0,1.88,3.5,1.75,3.62,1.88,1.0,3.12,2.5,2.5,1.0,2.0,2.5,3.12,2.25,2.25,1.38,2.5,2.88,2.38
51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0.88,2.75,3.0,3.0,3.0,2.88,2.62,2.62,1.0,2.25,3.0,2.25,1.75,2.0,2.12,2.0,3.5,2.12,3.75,2.0,4.0,2.25,1.25,3.0,2.88,2.88,1.25,2.12,2.62,3.0,2.0,2.0,1.5,3.0,2.88,2.62
51-6092,Fabric and Apparel Patternmakers,0.0,3.12,3.38,3.0,2.88,3.75,1.12,1.5,1.0,2.88,3.25,3.0,2.0,2.0,2.12,3.12,3.12,2.5,2.5,2.88,3.0,2.62,2.0,3.12,3.12,1.25,1.12,2.88,2.88,3.12,2.75,2.75,2.12,3.25,2.12,3.0
51-6093,Upholsterers,0.39,3.0,3.0,3.0,2.75,3.5,2.25,2.62,1.25,2.5,3.0,2.75,2.12,2.0,2.38,2.5,3.0,2.38,2.75,2.12,2.88,2.5,1.0,2.75,3.12,2.5,1.25,2.88,2.88,3.0,2.12,2.25,1.88,3.0,2.38,2.62
51-7011,Cabinetmakers and Bench Carpenters,0.92,2.75,2.88,2.88,2.75,3.0,2.88,3.0,1.62,2.25,3.0,2.25,1.75,1.75,2.5,2.88,3.12,2.0,3.12,3.0,3.5,2.25,1.62,3.38,2.88,2.88,1.38,2.38,2.62,3.0,2.0,2.25,1.88,3.0,3.0,2.38
51-7021,Furniture Finishers,0.87,2.75,3.12,2.88,2.88,3.12,2.25,2.38,1.0,2.75,3.0,2.5,1.88,2.12,2.62,2.0,3.12,2.25,2.75,2.12,3.0,2.5,1.12,2.88,2.75,2.38,1.12,2.88,2.75,3.0,2.12,2.12,1.5,3.0,2.5,2.38
51-7031,"Model Makers, Wood",0.96,2.75,2.88,2.75,2.75,3.0,1.88,2.12,1.12,2.25,3.0,2.25,1.38,1.62,2.12,2.38,3.12,1.75,2.88,2.88,3.12,2.12,1.0,2.88,3.0,1.75,1.62,2.38,2.75,3.0,2.12,2.0,1.75,3.0,2.12,2.62
51-7032,"Patternmakers, Wood",0.91,2.75,3.0,3.12,2.5,3.0,2.62,2.75,1.12,2.12,2.88,2.12,2.38,2.25,2.12,3.0,3.12,1.75,3.12,2.88,3.12,1.88,1.62,3.0,3.12,2.25,1.75,2.12,2.88,2.88,2.25,2.25,1.88,2.88,2.38,2.62
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",0.86,2.12,2.75,2.62,2.62,3.0,2.75,2.0,1.5,2.0,2.75,2.0,1.5,1.75,2.0,2.0,3.0,1.88,3.12,1.88,3.12,1.88,1.12,3.0,2.38,2.62,1.25,1.88,2.5,2.62,2.0,2.0,1.38,2.75,3.0,1.75
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",0.97,2.5,2.88,2.75,2.12,3.0,3.0,2.88,1.88,1.88,2.88,2.25,1.62,1.75,1.88,2.38,3.12,1.88,3.5,1.88,3.62,1.88,1.75,3.25,2.75,2.88,1.5,1.88,2.25,3.0,1.75,2.0,1.88,2.75,3.0,1.88
